from	to	amount
MEX	WLD	578281636495
MEX	ZAF	217874378
NOR	ARG	120961771
NOR	AUS	296258349
NOR	AUT	489547318
NOR	BEL	20496018312
NOR	BRA	944493603
NOR	CAN	1135683594
NOR	CHE	456093387
NOR	CHL	189297090
NOR	CHN	5501536354
NOR	COL	52106652
NOR	CRI	34315635
NOR	CZE	310558925
NOR	DEU	75537919286
NOR	DNK	6514285143
NOR	ESP	2465147519
NOR	EST	242552603
NOR	FIN	6223685593
NOR	FRA	25512417535
NOR	G-20	261401251272
NOR	G-7	168785172494
NOR	GBR	57987775721
NOR	GRC	454437165
NOR	HUN	141011656
NOR	IDN	274774789
NOR	IND	545684961
NOR	IRL	628221486
NOR	ISL	1085863176
NOR	ISR	273988899
NOR	ITA	2392259752
NOR	JPN	1001838676
NOR	KOR	1659785636
NOR	LTU	1989427737
NOR	LUX	34290988
NOR	LVA	170919937
NOR	MEX	323444553
NOR	NLD	17415215672
NOR	NZL	49709535
NOR	OECD	255252663367
NOR	POL	6145557584
NOR	PRT	785472478
NOR	RUS	240974250
NOR	SAU	164492167
NOR	SVK	117039432
NOR	SVN	35792366
NOR	SWE	16230645604
NOR	TUR	1156800443
NOR	USA	5217277930
NOR	WLD	270881927213
NOR	ZAF	103534131
NZL	ARG	18078932
NZL	AUS	5664639201
NZL	AUT	23490749
NZL	BEL	176436275
NZL	BRA	80104551
NZL	CAN	587821498
NZL	CHE	74438971
NZL	CHL	120258006
NZL	CHN	13313236750
NZL	COL	13156153
NZL	CRI	10000296
NZL	CZE	25106257
NZL	DEU	562407682
NZL	DNK	136283688
NZL	ESP	100795223
NZL	EST	5505842
NZL	FIN	8391546
NZL	FRA	308121978
NZL	G-7	10503087965
NZL	GBR	954834078
NZL	GRC	48280076
NZL	HUN	6791509
NZL	IDN	1362910809
NZL	IND	366350329
NZL	IRL	61113164
NZL	ISL	1701398
NZL	ISR	26423239
NZL	ITA	209622166
NZL	JPN	2738442372
NZL	KOR	1751751860
NZL	LTU	12691139
NZL	LVA	5888591
NZL	MEX	337573611
NZL	NLD	702687185
NZL	NOR	36353356
NZL	POL	84555575
NZL	PRT	21976372
NZL	RUS	54629521
NZL	SAU	627652194
NZL	SVK	2387049
NZL	SVN	2889998
NZL	SWE	61529707
NZL	TUR	30996462
NZL	USA	5141838191
NZL	WLD	47271678297
NZL	ZAF	114679886
POL	ARG	90734097
POL	AUS	931867554
POL	AUT	7673592753
POL	BEL	8704668122
POL	BRA	710776183
POL	CAN	1515698188
POL	CHE	3638895719
POL	CHL	193577359
POL	CHN	2992350800
POL	COL	109840003
POL	CRI	27976280
POL	CZE	22650325934
POL	DEU	95223163412
POL	DNK	5806445829
POL	ESP	8859783174
POL	EST	1758581016
POL	FIN	3065297667
POL	FRA	19696314734
POL	G-20	307809689795
POL	G-7	159513948889
POL	GBR	16490586997
POL	GRC	1471964424
POL	HUN	8825076446
POL	IDN	142653723
POL	IND	1459853583
POL	IRL	1419985830
POL	ISL	170535728
POL	ISR	1041362358
POL	ITA	15771242451
POL	JPN	783930013
POL	KOR	851183728
POL	LTU	6041030659
POL	LUX	610895962
POL	LVA	2407384155
POL	MEX	2158864586
POL	NLD	15918462720
POL	NOR	3353240205
POL	NZL	178419032
POL	OECD	293814142022
POL	PRT	1940615332
POL	RUS	4818832007
POL	SAU	860353148
POL	SVK	9968419869
POL	SVN	1695542911
POL	SWE	9195616249
POL	TUR	3630741529
POL	USA	10033013094
POL	WLD	342844657641
POL	ZAF	776496866
PRT	ARG	140733612
PRT	AUS	255970375
PRT	AUT	467357483
PRT	BEL	1960270223
PRT	BRA	961639443
PRT	CAN	460863072
PRT	CHE	773506484
PRT	CHL	102567591
PRT	CHN	662222922
PRT	COL	68790689
PRT	CRI	11649508
PRT	CZE	614473946
PRT	DEU	8961838524
PRT	DNK	589531169
PRT	ESP	21466521402
PRT	EST	75386663
PRT	FIN	513801124
PRT	FRA	10225331694
PRT	G-20	71766065885
PRT	G-7	32967134112
PRT	GBR	4031806541
PRT	GRC	269017495
PRT	HUN	404500278
PRT	IDN	18782973
PRT	IND	171302530
PRT	IRL	676691476
PRT	ISL	17822107
PRT	ISR	464957061
PRT	ITA	3686641472
PRT	JPN	259726326
PRT	KOR	202829704
PRT	LTU	206850032
PRT	LUX	143391987
PRT	LVA	64567536
PRT	MEX	391481617
PRT	NLD	3322465329
PRT	NOR	329231541
PRT	NZL	57622353
PRT	OECD	70163893547
PRT	POL	1125441046
PRT	RUS	93666295
PRT	SAU	192023026
PRT	SVK	547256946
PRT	SVN	87521515
PRT	SWE	1048325883
PRT	TUR	936958872
PRT	USA	5340926483
PRT	WLD	82351890071
PRT	ZAF	297656493
SVK	ARG	75428985
SVK	AUS	346000338
SVK	AUT	5795512925
SVK	BEL	1494775027
SVK	BRA	201339630
SVK	CAN	346245232
SVK	CHE	1434561443
SVK	CHL	51820821
SVK	CHN	2739875381
SVK	COL	58148976
SVK	CRI	11784998
SVK	CZE	12965603607
SVK	DEU	22734736571
SVK	DNK	717630924
SVK	ESP	2474905166
SVK	EST	179554640
SVK	FIN	336752730
SVK	FRA	6346341272
SVK	G-20	100773387775
SVK	G-7	42634230684
SVK	GBR	4088995395
SVK	GRC	322517497
SVK	HUN	9396928485
SVK	IDN	20329992
SVK	IND	161693454
SVK	IRL	238562106
SVK	ISL	52897660
SVK	ISR	290687087
SVK	ITA	5195943039
SVK	JPN	285586141
SVK	KOR	380655416
SVK	LTU	268539836
SVK	LUX	81126818
SVK	LVA	220091777
SVK	MEX	226633000
SVK	NLD	2178143920
SVK	NOR	241146393
SVK	NZL	75071529
SVK	OECD	94521680633
SVK	POL	8410831510
SVK	PRT	319292099
SVK	RUS	571971999
SVK	SAU	212826571
SVK	SVN	885499480
SVK	SWE	1507854594
SVK	TUR	923919147
SVK	USA	3636383034
SVK	WLD	107865220775
SVK	ZAF	189026437
SWE	ARG	214757370
SWE	AUS	1625892739
SWE	AUT	1872023647
SWE	BEL	7172460601
SWE	BRA	1397107938
SWE	CAN	1418074599
SWE	CHE	1714332668
SWE	CHL	413021633
SWE	CHN	7004195617
SWE	COL	178991602
SWE	CRI	43524783
SWE	CZE	1716101514
SWE	DEU	19761862644
SWE	DNK	14765757538
SWE	ESP	3781536997
SWE	EST	1719976038
SWE	FIN	14412583960
SWE	FRA	7759924038
SWE	G-20	156930907553
SWE	G-7	65823519118
SWE	GBR	10761385214
SWE	GRC	565485923
SWE	HUN	836309969
SWE	IDN	420077259
SWE	IND	1575462968
SWE	IRL	812346058
SWE	ISL	491533025
SWE	ISR	380564811
SWE	ITA	5829415151
SWE	JPN	2712646405
SWE	KOR	1674487958
SWE	LTU	2041274235
SWE	LUX	141863517
SWE	LVA	824847900
SWE	MEX	914230053
SWE	NLD	9477062275
SWE	NOR	21234499026
SWE	NZL	206380354
SWE	OECD	166484141931
SWE	POL	7941728266
SWE	PRT	954221316
SWE	RUS	1039943677
SWE	SAU	1270960500
SWE	SVK	537130550
SWE	SVN	251842225
SWE	TUR	1958611632
SWE	USA	17580211067
SWE	WLD	197763584972
SWE	ZAF	972005004
TUR	ARG	329198805
TUR	AUS	965655231
TUR	AUT	1779311317
TUR	BEL	4779138884
TUR	BRA	999801604
TUR	CAN	1887988133
TUR	CHE	1341053030
TUR	CHL	511273430
TUR	CHN	3281152224
TUR	COL	324405414
TUR	CRI	102206692
TUR	CZE	1905896975
TUR	DEU	21143619031
TUR	DNK	1402109535
TUR	ESP	9650355628
TUR	EST	195334671
TUR	FIN	708921747
TUR	FRA	9548249114
TUR	G-20	159469937999
TUR	G-7	75535050324
TUR	GBR	13005265690
TUR	GRC	3302409667
TUR	HUN	1597043893
TUR	IDN	367314486
TUR	IND	1637413766
TUR	IRL	1085172903
TUR	ISL	48853201
TUR	ISR	7032526223
TUR	ITA	12397862880
TUR	JPN	664195159
TUR	KOR	1051911106
TUR	LTU	559239017
TUR	LUX	129315198
TUR	LVA	486148890
TUR	MEX	1080913197
TUR	NLD	8026959294
TUR	NOR	744019175
TUR	NZL	118785193
TUR	OECD	135612904011
TUR	POL	5417894828
TUR	PRT	1498202458
TUR	RUS	9342870706
TUR	SAU	1046510110
TUR	SVK	760066980
TUR	SVN	1771784065
TUR	SWE	1700945845
TUR	USA	16887870317
TUR	WLD	254201009047
TUR	ZAF	1712354128
USA	ARG	12850390086
USA	AUS	30197630664
USA	AUT	4744182143
USA	BEL	35523380688
USA	BRA	53577707161
USA	CAN	354887051264
USA	CHE	36895589286
USA	CHL	23327985466
USA	CHN	153837022415
USA	COL	20573031967
USA	CRI	8525369398
USA	CZE	3797920519
USA	DEU	72549705243
USA	DNK	4500861395
USA	ESP	26479691606
USA	EST	383068124
USA	FIN	2650651454
USA	FRA	46928790273
USA	G-20	1600834200000
USA	G-7	659341781087
USA	GBR	77261013672
USA	GRC	2169894109
USA	HUN	2871363791
USA	IDN	9986092498
USA	IND	47332140044
USA	IRL	15955712860
USA	ISL	651312440
USA	ISR	14232759951
USA	ITA	27410694458
USA	JPN	80304526177
USA	KOR	71469488662
USA	LTU	2492643626
USA	LUX	1669086908
USA	LVA	396384744
USA	MEX	324377768936
USA	NLD	72876622269
USA	NOR	4704651289
USA	NZL	4173846529
USA	OECD	1412507900000
USA	POL	11311755641
USA	PRT	2783028478
USA	RUS	1715079989
USA	SAU	11564777994
USA	SVK	375795835
USA	SVN	394218602
USA	SWE	7667380043
USA	TUR	14993006402
USA	WLD	2062089800000
USA	ZAF	6514871724
ZAF	ARG	164099577
ZAF	AUS	835860705
ZAF	AUT	45606261
ZAF	BEL	3937881102
ZAF	BRA	500182081
ZAF	CAN	454812734
ZAF	CHE	468203305
ZAF	CHL	64666059
ZAF	CHN	11697052096
ZAF	COL	47323963
ZAF	CRI	10245546
ZAF	CZE	481006019
ZAF	DEU	8917333027
ZAF	DNK	358924803
ZAF	ESP	1400464677
ZAF	EST	13889098
ZAF	FIN	115311444
ZAF	FRA	861528775
ZAF	G-20	75024932265
ZAF	G-7	37623328822
ZAF	GBR	6348749716
ZAF	GRC	90607413
ZAF	HUN	58842842
ZAF	IDN	557650548
ZAF	IND	5262678106
ZAF	IRL	162330359
ZAF	ISL	2430366
ZAF	ISR	350309391
ZAF	ITA	1751609118
ZAF	JPN	8552575005
ZAF	KOR	2714231980
ZAF	LTU	17934820
ZAF	LUX	20525127
ZAF	LVA	100139029
ZAF	MEX	355708930
ZAF	NLD	6026749211
ZAF	NOR	206712414
ZAF	NZL	81007449
ZAF	OECD	57128247106
ZAF	POL	488320655
ZAF	PRT	212382002
ZAF	RUS	281090280
ZAF	SAU	401171223
ZAF	SVK	2784507
ZAF	SVN	135197686
ZAF	SWE	144822517
ZAF	TUR	554498604
ZAF	USA	10736720447
ZAF	WLD	121868949703
