from	to	amount
JPN	GBR	13349930315
JPN	GRC	145109748
JPN	HUN	1370579709
JPN	IDN	20279630625
JPN	IND	10579975931
JPN	IRL	884588808
JPN	ISL	34743610
JPN	ISR	1429879218
JPN	ITA	3660901689
JPN	KOR	61525972957
JPN	LTU	47278980
JPN	LUX	254709355
JPN	LVA	61410025
JPN	MEX	10480451671
JPN	NLD	16158115003
JPN	NOR	1229561692
JPN	NZL	1958408276
JPN	OECD	338922827245
JPN	POL	1708536414
JPN	PRT	345187449
JPN	RUS	12598102983
JPN	SAU	8220977862
JPN	SVK	467426145
JPN	SVN	78685613
JPN	SWE	1743812700
JPN	TUR	2414336993
JPN	USA	142009010475
JPN	WLD	798567743436
JPN	ZAF	4065550687
LTU	ARG	35318988
LTU	AUS	19545227
LTU	AUT	82089980
LTU	BEL	337901279
LTU	BRA	18737333
LTU	CAN	80163017
LTU	CHE	61521415
LTU	CHL	4317585
LTU	CHN	85853243
LTU	COL	1179552
LTU	CZE	188548787
LTU	DEU	2298061200
LTU	DNK	602654556
LTU	ESP	217721268
LTU	EST	2282709260
LTU	FIN	348757961
LTU	FRA	927356879
LTU	G-20	24625532645
LTU	G-7	6159300782
LTU	GBR	1857160846
LTU	GRC	21461308
LTU	HUN	143431615
LTU	IDN	4886229
LTU	IND	18406269
LTU	IRL	77758902
LTU	ISL	17731568
LTU	ISR	34469054
LTU	ITA	514790483
LTU	JPN	34490526
LTU	KOR	24970020
LTU	LUX	4838648
LTU	LVA	3222552548
LTU	MEX	13844150
LTU	NLD	1722198892
LTU	NOR	580731260
LTU	NZL	2085371
LTU	OECD	19290683812
LTU	POL	1794439029
LTU	PRT	60652636
LTU	RUS	5597892502
LTU	SAU	114635222
LTU	SVK	87300447
LTU	SVN	16792253
LTU	SWE	960034556
LTU	TUR	199143903
LTU	USA	447277831
LTU	WLD	29623886124
LTU	ZAF	7626867
LUX	ARG	8883171
LUX	AUS	38762679
LUX	AUT	222787178
LUX	BEL	2792175306
LUX	BRA	43006275
LUX	CAN	97665236
LUX	CHE	910365669
LUX	CHL	25673983
LUX	CHN	250603976
LUX	COL	4536535
LUX	CZE	139934904
LUX	DEU	4035821758
LUX	DNK	125537901
LUX	ESP	352559005
LUX	EST	9710755
LUX	FIN	79203938
LUX	FRA	3023577061
LUX	G-20	17026665876
LUX	G-7	9837116169
LUX	GBR	1109427257
LUX	GRC	132731606
LUX	HUN	68775650
LUX	IDN	6994972
LUX	IND	66810566
LUX	IRL	74949609
LUX	ISL	3026913
LUX	ISR	16328264
LUX	ITA	1086921320
LUX	JPN	82448246
LUX	KOR	39653524
LUX	LTU	16686987
LUX	LVA	9451418
LUX	MEX	64355730
LUX	NLD	724870467
LUX	NOR	75355810
LUX	NZL	3437313
LUX	OECD	17100978045
LUX	POL	310819209
LUX	PRT	36039094
LUX	RUS	238604944
LUX	SAU	66403607
LUX	SVK	52059059
LUX	SVN	47445907
LUX	SWE	327717915
LUX	TUR	558909548
LUX	USA	401255291
LUX	WLD	19274016897
LUX	ZAF	148141999
LVA	AUS	7047467
LVA	AUT	34639758
LVA	BEL	161957994
LVA	BRA	6464177
LVA	CAN	13210889
LVA	CHE	46820332
LVA	CHL	6991296
LVA	CHN	59737756
LVA	COL	1751644
LVA	CRI	428633
LVA	CZE	99034715
LVA	DEU	1006055614
LVA	DNK	499712439
LVA	ESP	69929767
LVA	EST	1653191590
LVA	FIN	344767335
LVA	FRA	179795181
LVA	G-7	1939069130
LVA	GBR	412524811
LVA	GRC	7471322
LVA	HUN	27078955
LVA	IDN	2159347
LVA	IND	53848674
LVA	IRL	39133699
LVA	ISL	17463049
LVA	ISR	27496999
LVA	ITA	142584815
LVA	JPN	44526512
LVA	KOR	31486093
LVA	LTU	2029838945
LVA	LUX	2647993
LVA	MEX	2939139
LVA	NLD	345858843
LVA	NOR	334293074
LVA	NZL	2176066
LVA	OECD	9420695770
LVA	POL	762294399
LVA	PRT	7211019
LVA	RUS	1446698897
LVA	SAU	3853524
LVA	SVK	66487433
LVA	SVN	9215870
LVA	SWE	657479544
LVA	TUR	184781228
LVA	USA	140371308
LVA	WLD	12685916495
LVA	ZAF	5680666
MEX	ARG	2014867897
MEX	AUS	1086406732
MEX	AUT	88818649
MEX	BEL	1146896392
MEX	BRA	5575063038
MEX	CAN	10929055444
MEX	CHE	823730242
MEX	CHL	2251558025
MEX	CHN	5720815429
MEX	COL	5592878402
MEX	CRI	993987021
MEX	CZE	228371162
MEX	DEU	4486636013
MEX	DNK	190206214
MEX	ESP	7157368917
MEX	EST	8745161
MEX	FIN	100289245
MEX	FRA	1296007104
MEX	G-20	344703953771
MEX	G-7	311374266828
MEX	GBR	2599437814
MEX	GRC	71587176
MEX	HUN	601186183
MEX	IDN	146405086
MEX	IND	3340628348
MEX	IRL	229206822
MEX	ISR	115979121
MEX	ITA	1300905219
MEX	JPN	2614128264
MEX	KOR	1726720226
MEX	LTU	53841917
MEX	LUX	15277244
MEX	LVA	10490369
MEX	NLD	1924622040
MEX	NOR	66090997
MEX	NZL	102439765
MEX	POL	154167795
MEX	PRT	174931277
MEX	RUS	491096667
MEX	SAU	156396757
MEX	SVK	26700441
MEX	SVN	5772584
MEX	SWE	93000228
MEX	TUR	370574166
MEX	USA	288148096970
MEX	WLD	370826830786
MEX	ZAF	252859629
NLD	ARG	934962517
NLD	AUS	2947408959
NLD	AUT	6333908031
NLD	BEL	62416967368
NLD	BRA	3963528181
NLD	CAN	2524836429
NLD	CHE	7386194890
NLD	CHL	576748750
NLD	CHN	9840581803
NLD	COL	421524908
NLD	CRI	96270892
NLD	CZE	7703085086
NLD	DEU	136435077673
NLD	DNK	6774198899
NLD	ESP	15230116568
NLD	EST	806011977
NLD	FIN	5468243177
NLD	FRA	46641632627
NLD	G-20	483759556287
NLD	G-7	285958205567
NLD	GBR	44552209044
NLD	GRC	2646193724
NLD	HUN	3375603062
NLD	IDN	806474841
NLD	IND	2464320001
NLD	IRL	3714168151
NLD	ISL	391445972
NLD	ISR	1693034129
NLD	ITA	25192255356
NLD	JPN	4542034325
NLD	KOR	4336495391
NLD	LTU	1006791896
NLD	LUX	1692123399
NLD	LVA	506231073
NLD	MEX	3767530104
NLD	NOR	4818632901
NLD	NZL	331427830
NLD	OECD	462301092109
NLD	POL	10975351911
NLD	PRT	3190475336
NLD	RUS	9071650175
NLD	SAU	2868187448
NLD	SVK	1704091023
NLD	SVN	845250802
NLD	SWE	9180103956
NLD	TUR	6007256377
NLD	USA	26070160113
NLD	WLD	552501688841
NLD	ZAF	2796909377
NOR	ARG	79011780
NOR	AUS	399011760
NOR	AUT	986114945
NOR	BEL	4602186672
NOR	BRA	900233379
NOR	CAN	766646378
NOR	CHE	767022837
NOR	CHL	245162057
NOR	CHN	2387418746
NOR	COL	25365772
NOR	CRI	16400818
NOR	CZE	1540448504
NOR	DEU	19267986394
NOR	DNK	6661522391
NOR	ESP	2562322341
NOR	EST	327271744
NOR	FIN	2344379805
NOR	FRA	10108228588
NOR	G-20	152614581902
NOR	G-7	86078948603
NOR	GBR	42663238285
NOR	GRC	383704701
NOR	HUN	92361130
NOR	IDN	136160840
NOR	IND	358058840
NOR	IRL	1649148504
NOR	ISL	718185568
NOR	ISR	99461892
NOR	ITA	3669364198
NOR	JPN	1512882998
NOR	KOR	4462038677
NOR	LTU	335387521
NOR	LUX	31191191
NOR	LVA	140026749
NOR	MEX	129420905
NOR	NLD	19724284319
NOR	NZL	24214974
NOR	OECD	148487931902
NOR	POL	2436231990
NOR	PRT	516132446
NOR	RUS	1462259683
NOR	SAU	85723419
NOR	SVK	27731247
NOR	SVN	51160413
NOR	SWE	10207510762
NOR	TUR	903580664
NOR	USA	8090601762
NOR	WLD	161025614677
NOR	ZAF	141572522
NZL	ARG	19132833
NZL	AUS	7841594878
NZL	AUT	13685665
NZL	BEL	270951165
NZL	BRA	66298270
NZL	CAN	458987257
NZL	CHE	61073663
NZL	CHL	60461483
NZL	CHN	5581262478
NZL	COL	10631304
NZL	CRI	4079524
NZL	CZE	6064056
NZL	DEU	598500207
NZL	DNK	61457252
NZL	ESP	134091820
NZL	EST	3633571
NZL	FIN	22658359
NZL	FRA	317105256
NZL	G-7	8839907556
NZL	GBR	1132228926
NZL	GRC	35568500
NZL	HUN	4001160
NZL	IDN	683063477
NZL	IND	638709097
NZL	IRL	39512776
NZL	ISL	851543
NZL	ISR	11654254
NZL	ITA	293124139
NZL	JPN	2602816025
NZL	KOR	1256239188
NZL	LTU	11380723
NZL	LVA	5746006
NZL	MEX	228856394
NZL	NLD	458388862
NZL	NOR	30599573
NZL	POL	14486035
NZL	PRT	26843603
NZL	RUS	188420136
NZL	SAU	559863154
NZL	SVN	6494382
NZL	SWE	52725284
NZL	TUR	62651562
NZL	USA	3437145746
NZL	WLD	37192697180
NZL	ZAF	201053744
POL	ARG	114978698
POL	AUS	470372215
POL	AUT	3389337255
POL	BEL	3691654345
POL	BRA	478693324
POL	CAN	940263753
POL	CHE	1644509578
POL	CHL	70826431
POL	CHN	1748875189
POL	COL	46502399
POL	CRI	8441879
POL	CZE	11140720420
POL	DEU	44741107099
POL	DNK	3005414368
POL	ESP	3615928194
POL	EST	1086530283
POL	FIN	1340350147
POL	FRA	10464726779
POL	G-20	159189585322
POL	G-7	81266183592
POL	GBR	12159679759
POL	GRC	641824083
POL	HUN	4270586780
POL	IDN	122041814
POL	IND	665771498
POL	IRL	594199233
POL	ISL	58534163
POL	ISR	425203817
POL	ITA	8790478826
POL	JPN	566398051
POL	KOR	530970387
POL	LTU	2760817610
POL	LUX	220703997
POL	LVA	1176613027
POL	MEX	566748748
POL	NLD	7969919625
POL	NOR	3139139902
POL	NZL	49408924
POL	OECD	146695440887
POL	PRT	581297699
POL	RUS	9898267679
POL	SAU	349329812
POL	SVK	4527986694
POL	SVN	588050424
POL	SWE	4716875849
POL	TUR	3099788819
POL	USA	3603529325
POL	WLD	179603599442
POL	ZAF	505816273
PRT	ARG	68118995
PRT	AUS	101406189
PRT	AUT	330068977
PRT	BEL	1823055271
PRT	BRA	873635396
PRT	CAN	236797946
PRT	CHE	515624982
PRT	CHL	111079733
PRT	CHN	999966810
PRT	COL	35655754
PRT	CRI	5057539
PRT	CZE	421626888
PRT	DEU	7191461529
PRT	DNK	401188211
PRT	ESP	13060490982
PRT	EST	29915495
PRT	FIN	292327445
PRT	FRA	6881962148
PRT	G-20	46996177552
PRT	G-7	22171133387
PRT	GBR	3072068863
PRT	GRC	270688695
PRT	HUN	197555321
PRT	IDN	20050601
PRT	IND	121686395
PRT	IRL	175534144
PRT	ISL	10010528
PRT	ISR	137471079
PRT	ITA	2145882834
PRT	JPN	244598815
PRT	KOR	101125989
PRT	LTU	27673770
PRT	LUX	77360803
PRT	LVA	22151523
PRT	MEX	252040818
PRT	NLD	2401449275
PRT	NOR	134272331
PRT	NZL	12270512
PRT	OECD	44846454728
PRT	POL	516874494
PRT	RUS	233410652
PRT	SAU	169344099
PRT	SVK	107935785
PRT	SVN	50919850
PRT	SWE	595143090
PRT	TUR	457345868
PRT	USA	2398361252
PRT	WLD	58128868107
PRT	ZAF	130565581
SVK	ARG	32859806
SVK	AUS	165576822
SVK	AUT	5221299922
SVK	BEL	1186779566
SVK	BRA	102829471
SVK	CAN	177729154
SVK	CHE	1081474296
SVK	CHL	24942224
SVK	CHN	1732548327
SVK	COL	15620620
SVK	CRI	3737743
SVK	CZE	11054463023
SVK	DEU	16752024046
SVK	DNK	689584910
SVK	ESP	1374562474
SVK	EST	66342623
SVK	FIN	226741646
SVK	FRA	4289673357
SVK	G-20	75821759567
SVK	G-7	29530046653
SVK	GBR	3026919738
SVK	GRC	195007673
SVK	HUN	6184557231
SVK	IDN	15907910
SVK	IND	71270665
SVK	IRL	109688002
SVK	ISL	8874616
SVK	ISR	67768498
SVK	ITA	3641641343
SVK	JPN	143738573
SVK	KOR	117502799
SVK	LTU	142547728
SVK	LUX	74367835
SVK	LVA	212911575
SVK	MEX	103723731
SVK	NLD	1808219603
SVK	NOR	198014239
SVK	NZL	17228702
SVK	OECD	69430675395
SVK	POL	6424770515
SVK	PRT	178234357
SVK	RUS	3417129182
SVK	SAU	60362404
SVK	SVN	597412369
SVK	SWE	1257119456
SVK	TUR	1091553944
SVK	USA	1498320442
SVK	WLD	79959434806
SVK	ZAF	83062210
SVN	ARG	30318820
SVN	AUS	79097586
SVN	AUT	2225255412
SVN	BEL	295988296
SVN	BRA	51970295
SVN	CAN	90132618
SVN	CHE	312584785
SVN	CHL	9902695
SVN	CHN	147484503
SVN	COL	8794102
SVN	CRI	1341067
SVN	CZE	749119615
SVN	DEU	5729166919
SVN	DNK	273916068
SVN	ESP	272287831
SVN	EST	41872232
SVN	FIN	65119551
SVN	FRA	1492280101
SVN	G-20	22879416535
SVN	G-7	11430704908
SVN	GBR	591119025
SVN	GRC	74402917
SVN	HUN	708851964
SVN	IDN	18719242
SVN	IND	103487155
SVN	IRL	24186177
SVN	ISL	4436599
SVN	ISR	41348289
SVN	ITA	3059379507
SVN	JPN	37210136
SVN	KOR	45242871
SVN	LTU	76680079
SVN	LUX	39807929
SVN	LVA	43895599
SVN	MEX	61274986
SVN	NLD	536182584
SVN	NOR	63519114
SVN	NZL	5136787
SVN	OECD	19348840771
SVN	POL	800348935
SVN	PRT	54593986
SVN	RUS	1132646701
SVN	SAU	76773528
SVN	SVK	473506309
SVN	SWE	267020141
SVN	TUR	262421357
SVN	USA	431416602
SVN	WLD	26852301649
SVN	ZAF	39183400
SWE	ARG	250263734
SWE	AUS	2016990915
SWE	AUT	1454459428
SWE	BEL	7736571360
SWE	BRA	1700178461
SWE	CAN	1356351985
SWE	CHE	2007364980
SWE	CHL	432876960
SWE	CHN	5487057244
SWE	COL	160474078
SWE	CRI	38853860
SWE	CZE	1136997752
SWE	DEU	16489244309
SWE	DNK	11017276998
SWE	ESP	2652662515
SWE	EST	1536505507
SWE	FIN	11038454919
SWE	FRA	7686988463
SWE	G-20	131760581705
SWE	G-7	55078868409
SWE	GBR	12958042013
SWE	GRC	327756549
SWE	HUN	798037132
SWE	IDN	560447612
SWE	IND	1442542655
SWE	IRL	740767607
SWE	ISL	238394345
SWE	ISR	465602909
SWE	ITA	3750740504
SWE	JPN	2480691437
SWE	KOR	1190550477
SWE	LTU	703503362
SWE	LUX	101083612
SWE	LVA	538201933
SWE	MEX	863041967
SWE	NLD	8911668912
SWE	NOR	17559203360
SWE	NZL	162096606
SWE	OECD	136376237529
SWE	POL	4441715422
SWE	PRT	714407051
SWE	RUS	3361015886
SWE	SAU	1715743761
SWE	SVK	285724711
SWE	SVN	122843876
SWE	TUR	1903280017
SWE	USA	10356809698
SWE	WLD	172438806573
SWE	ZAF	1197729833
TUR	ARG	316516126
TUR	AUS	421816176
TUR	AUT	1001112121
TUR	BEL	2360257789
TUR	BRA	1003010970
TUR	CAN	1058315330
TUR	CHE	2134756398
TUR	CHL	174997991
TUR	CHN	2833443622
TUR	COL	152132787
TUR	CRI	20321167
TUR	CZE	786369016
TUR	DEU	13132224360
TUR	DNK	984723835
TUR	ESP	3720989044
TUR	EST	168704491
TUR	FIN	302042547
TUR	FRA	6202054326
TUR	G-20	84533690373
TUR	G-7	41415251600
TUR	GBR	8700770813
TUR	GRC	1406072932
TUR	HUN	518030443
TUR	IDN	243713338
TUR	IND	791737881
TUR	IRL	347676902
TUR	ISL	15995759
TUR	ISR	2330262497
TUR	ITA	6375869422
TUR	JPN	332006242
TUR	KOR	528007756
TUR	LTU	276215723
TUR	LUX	51869830
TUR	LVA	127436048
TUR	MEX	205999089
TUR	NLD	3248388562
TUR	NOR	450700411
TUR	NZL	67923036
TUR	OECD	67640811556
TUR	POL	1854467437
TUR	PRT	441233355
TUR	RUS	6682989618
TUR	SAU	3677731745
TUR	SVK	392043155
TUR	SVN	548394789
TUR	SWE	1186618870
TUR	USA	5614011107
TUR	WLD	152536652730
TUR	ZAF	381845723
USA	ARG	10336371593
USA	AUS	31191608995
USA	AUT	3360437833
USA	BEL	29394012769
USA	BRA	43717139682
USA	CAN	291674879742
USA	CHE	26121012193
USA	CHL	18885771369
USA	CHN	110590058407
USA	COL	16394565001
USA	CRI	7198140462
USA	CZE	1828867306
USA	DEU	48354852049
USA	DNK	2217602424
USA	ESP	9496873373
USA	EST	235549371
USA	FIN	2554573582
USA	FRA	32508882290
USA	G-20	1162027700000
USA	G-7	513363039756
USA	GBR	54810181016
USA	GRC	801046828
USA	HUN	1564472425
USA	IDN	8014025632
USA	IND	22335595171
USA	IRL	7389285502
USA	ISL	370890674
USA	ISR	14270093229
USA	ITA	15971597012
USA	JPN	70042647647
USA	KOR	42317910326
USA	LTU	755886041
USA	LUX	1902157595
USA	LVA	506020926
USA	MEX	216330836563
USA	NLD	40678852668
USA	NOR	3508040263
USA	NZL	3120002263
USA	OECD	1018622900000
USA	POL	3361252002
USA	PRT	1098673194
USA	RUS	10668302207
USA	SAU	18118113939
USA	SVK	332753005
USA	SVN	307155368
USA	SWE	5238247244
USA	TUR	12527296944
USA	WLD	1545565200000
USA	ZAF	7553309019
ZAF	ARG	204375890
ZAF	AUS	891608682
ZAF	AUT	81529707
ZAF	BEL	1877872319
ZAF	BRA	790102889
ZAF	CAN	437142895
ZAF	CHE	1656368788
ZAF	CHL	109366003
ZAF	CHN	10328506484
ZAF	COL	31407085
ZAF	CRI	4723827
ZAF	CZE	186526372
ZAF	DEU	4053583586
ZAF	DNK	128763544
ZAF	ESP	932920970
ZAF	EST	26747121
ZAF	FIN	353969148
ZAF	FRA	905192949
ZAF	G-20	51130281059
ZAF	G-7	23594372279
ZAF	GBR	3353983257
ZAF	GRC	53633101
ZAF	HUN	99096232
ZAF	IDN	601849679
ZAF	IND	3757586011
ZAF	IRL	112760426
ZAF	ISL	1109836
ZAF	ISR	874658186
ZAF	ITA	1359203903
ZAF	JPN	5681499960
ZAF	KOR	1522898374
ZAF	LTU	25976491
ZAF	LUX	6684779
ZAF	LVA	9407427
ZAF	MEX	575178660
ZAF	NLD	2805517640
ZAF	NOR	297799171
ZAF	NZL	90755682
ZAF	OECD	37599944271
ZAF	POL	210645673
ZAF	PRT	84249450
ZAF	RUS	426000706
ZAF	SAU	366058289
ZAF	SVK	1520178
ZAF	SVN	97579947
ZAF	SWE	196771456
ZAF	TUR	657525717
ZAF	USA	7803765729
ZAF	WLD	98834663731
