name,leaning
"neoconservatives.blogspot.com","right"
"neoconswatch.blogspot.com","right"
"neonbrainiac.nu/mt/blog","right"
"nephandus.com/blog.php","left"
"nerepublican.blogspot.com","right"
"nerofiddled.blogspot.com","left"
"netpolitik.blogspot.com","left"
"netweed.com/postmodernanarchist","left"
"neverwrongnever.blogspot.com","right"
"newappeal.blogspot.com","left"
"newcounterculture.com/log","right"
"newdemocrat.blogdrive.com","left"
"newdonkey.com","left"
"newleftblogs.blogspot.com","left"
"newsbloggers.blogspot.com","right"
"newsjungle.blogspot.com","right"
"newsnik.com","right"
"news-opinion.blog-city.com","left"
"newstrolls.com","left"
"nftl.blogspot.com","left"
"niagarabuzz.com","left"
"nicedoggie.net","right"
"nickgerman.blogspot.com","left"
"nickiegoomba.blogspot.com","right"
"nicoladellarciprete.blogs.com","right"
"nielsenhayden.com/electrolite","left"
"nielsenhayden.com/makinglight","left"
"njfordemocracy.org","left"
"njn-blogogram.blogspot.com","left"
"njsoccermom.blogspot.com","left"
"node707.com","left"
"nofearoffreedom.blogspot.com","left"
"noguru.tblog.com","right"
"nomayo.mu.nu","right"
"nomoremister.blogspot.com","left"
"nonboxthinking.blogspot.com","right"
"norbizness.com","left"
"noseyonline.com","left"
"nosmallplans.com/rants","left"
"notbush.com","left"
"notgeniuses.com","left"
"nuntius.blogspot.com","left"
"nycitystoop.com","left"
"nykola.com","right"
"o4tom.blogspot.com","right"
"obamablog.com","left"
"obrien4.net/probitus","left"
"obsidianwings.blogs.com","left"
"ocd-gx-liberal.blogspot.com","left"
"oddhours.blogspot.com","left"
"officesmileman.com","right"
"offthekuff.com/mt","left"
"ofthemind.blogspot.com","right"
"ogresview.blogspot.com","right"
"oipp.blogspot.com","left"
"okieonthelam.com","right"
"oldfashionedwhippersnapper.blogspot.com","right"
"oliphantparts.org/blog","left"
"oliverwillis.com","left"
"one38.org","left"
"onetrueblog.com","left"
"onhappiness.crimsonblog.com","left"
"onthewire.blogspot.com","right"
"openeyesmemo.com","left"
"opiniontimes.blogspot.com","right"
"opiniontimes.com","right"
"oppb.com","right"
"orient-lodge.com","left"
"orthogonian.blogspot.com","right"
"ospolitics.org","left"
"outsidethebeltway.com","right"
"oxblog.blogspot.com","left"
"pacdaily.com","left"
"pacificviews.org","left"
"pajamaeditors.blogspot.com","right"
"pajamahadin.com","right"
"pajamajournalist.blogspot.com","right"
"palominas.blogspot.com","right"
"pandagon.net","left"
"papadoc.net/pinkflamingobar.html","right"
"parabasis.typepad.com","left"
"pardonmyenglish.com","right"
"patrickmcclarty.blogspot.com","right"
"patrickruffini.com","right"
"patriotblog.com","right"
"patriotboy.blogspot.com","left"
"patriotism101.blogspot.com","right"
"patriot-paradox.com","right"
"patriotsforbush.com","right"
"patterico.com","right"
"pattymurray.com/blog.php","left"
"paulchasman.com","left"
"peacegarden.blogspot.com","left"
"pejmanesque.com","right"
"penheaded.blogspot.com","left"
"pennsylvanianinexile.blogspot.com","right"
"pennywit.com/drupal","left"
"permanentred.com","left"
"perryvsworld.blogspot.com","right"
"peskytherat.com/pesky","left"
"phillybri.blogspot.com","left"
"philomathean.blogs.com","right"
"philoponia.blogspot.com","left"
"philosophers-stone.blogspot.com","left"
"philvbblog.blogspot.com","left"
"phoblographer.com","left"
"piano-tuning.net/blog","right"
"pinkofeministhellcat.typepad.com/pinko_feminist_hellcat","left"
"planetdave.com/blogs.php3?mid=1","left"
"planetsuz.blogspot.com","right"
"poeticvalues.blogspot.com","right"
"polialaska.blogspot.com","right"
"poliblogger.com","right"
"polipundit.com","right"
"politicalanimals.blogspot.com","right"
"politicaldogs.org","right"
"politicalhyperbole.blogspot.com","right"
"politicalinsanity.com","left"
"politicalmonitor.us/blog","left"
"politicalmusings.net","right"
"politicalpie.modblog.com","right"
"politicalstrategy.org","left"
"politicalthought.net","left"
"politicaltracker.com/blog/weblog.php","right"
"politicaltracker.com","right"
"politicalvicesquad.blogspot.com","right"
"politicalwire.com","left"
"politics.feedster.com","left"
"politicswithrichard.blogspot.com","left"
"polizeros.com","left"
"pollsterseek.blogspot.com","left"
"polstate.com","left"
"poorandwhite.blogspot.com","right"
"poorjustin.blogspot.com","right"
"popstalin.com/news","left"
"poptext.blogspot.com","right"
"portapulpit.com","left"
"posptect.org/weblog","left"
"poweragerambleson.blogspot.com","right"
"powerlineblog.com","right"
"powerpundit.com","right"
"powervacuum.org","right"
"praguewriter.typepad.com","left"
"prayforbush.blogspot.com","right"
"presidentboxer.blogspot.com","left"
"presidentreagan.info/discussion","right"
"prestoncaldwellblog.blogspot.com","left"
"probitus.obrien4.net","left"
"professorbainbridge.com","right"
"profgoose.blogspot.com","left"
"progressivecyclone.blogspot.com","left"
"progressivedialogue.com","left"
"progressiveink.com/bloggers.php","left"
"progressiveink.com","left"
"progressivesociety.com/blog","left"
"progressivetrail.org/blog.shtml","left"
"prolifeblogs.com","right"
"propagandamachine.blogspot.com","right"
"proponentofreason.blogspot.com","left"
"prosandcons.us","right"
"prospect.org/weblog","left"
"pudentilla.blogspot.com","left"
"punditguy.com","right"
"punditician.blogspot.com","left"
"punditz.journalspace.com","right"
"purplestates.blogspot.com","left"
"qando.net","left"
"qoae.net","right"
"quante.blogspot.com","right"
"question-dean.blogspot.com","left"
"quibbles-n-bits.com","right"
"quimundus.modblog.com","right"
"quimundus.squarespace.com","right"
"r21online.com","right"
"r2korn.blogdrive.com","right"
"rabner.blogspot.com","right"
"radgeek.com","left"
"radikal_papi.pitas.com","left"
"radioequalizer.blogspot.com","right"
"radio.weblogs.com/0131587/categories/flush","left"
"raedinthemiddle.blogspot.com","left"
"raincrossblog.com","right"
"randomjottings.net","right"
"randz.net","left"
"rantingred.blogspot.com","left"
"rant.st","right"
"ratherbiased.com/news","right"
"rathergate.com","right"
"reachm.com/amstreet","left"
"readingpost.com","left"
"realclearpolitics.com","right"
"realitybasednation.com","left"
"realordeal.blogspot.com","right"
"rebelrouser.net/v-web/b2/index.php","right"
"rebrand-democrat.txfx.net","right"
"reckersau.blogspot.com","right"
"red-harvest.blogspot.com","left"
"redmindbluestate.blogspot.com","right"
"rednyc.blogspot.com","right"
"redstatealliance.blogspot.com","right"
"redstate.org","right"
"reggiescorner.blogspot.com","right"
"regimechangeiran.com","right"
"religiousleft.blogspot.com","left"
"renpro.kwcom.net","right"
"reporterette.com","right"
"republicanpower.blogspot.com","right"
"republicanresearchcouncil.blogspot.com","right"
"republicansbite.com","left"
"republicoft.typepad.com","left"
"republitarian.org","right"
"republog.net","right"
"resistoppression.blogspot.com","left"
"respublica2004.blogspot.com","right"
"restoreamerica.blogspot.com","left"
"retiredwarrant.blogdrive.com","right"
"retrogrouch.net","left"
"revoltnow-us.blogspot.com","left"
"revone.net/jarhead","right"
"reynardfox.com","left"
"rfburnhertz.net/rf_blog","right"
"rhetoricrhythm.blogspot.com","left"
"richmar.blogspot.com","right"
"rightcrusade.blogspot.com","right"
"righthandthief.blogspot.com","left"
"right-magazine.com/blog","right"
"rightmoment.blogspot.com","right"
"rightonred.net","right"
"rightperspective.net","right"
"rightrainbow.com","right"
"rightreadingroom.com/index.php","right"
"rightstate.blogspot.com","right"
"right-thinking.com","right"
"rightvoices.com","right"
"rightwingbastardo.blogspot.com","right"
"rightwingbob.com","right"
"rightwingdude.squarespace.com","right"
"rightwingjournal.blogspot.com","right"
"rightwingnews.com","right"
"rightwingthinking.blogspot.com","right"
"rightwingtroll.blogspot.com","right"
"rightword.blogspot.com","right"
"rising-hegemon.blogspot.com","left"
"risinghegemon.blogspot.com","left"
"riteturnonly.blogspot.com","right"
"rittenhouse.blogspot.com","left"
"riverbendblog.blogspot.com","left"
"rkook.blogspot.com","left"
"rmcdaniel.blogspot.com","right"
"rncnyc2004.blogspot.com","right"
"roadtosurfdom.com","left"
"robbernard.com","right"
"robertp17.blogspot.com","right"
"robot-invasion.com","left"
"robschumacher.blogspot.com","left"
"rockpaperscissor.blogspot.com","right"
"rockpaperscissors.blogs.com","right"
"rockthrower.blogs.com/rockthrower","left"
"rogerailes.blogspot.com","left"
"rogerlsimon.com","right"
"roil.blogspot.com","left"
"romeocat.typepad.com","right"
"ron-james.com/blog","right"
"rooksrant.com","left"
"rosenblog.com","right"
"roseoftheknights.com/yank/pride.html","right"
"roughstock.blogspot.com","right"
"rowhouselogic.com","left"
"roxanne.typepad.com","left"
"rudepundit.blogspot.com","left"
"rudyforfreeholder.org","left"
"ruminatethis.com","left"
"ryanshead.com","right"
"s88172659.onlinehome.us/spockosbrain.html","left"
"sadlyno.com","left"
"salestaxusa.com","right"
"samizdata.net/blog","right"
"sarcasticsoutherner.blogspot.com","right"
"sarebabe.blogdrive.com","right"
"saveoursenate.blogspot.com","left"
"savetheus.blogspot.com","left"
"saxa.blogspot.com","left"
"sayanythingblog.com","right"
"sccdp.org/blog.php","left"
"schadelmann.com","left"
"scha-den-freu-de.blogspot.com","right"
"scoobiedavis.blogspot.com","left"
"scottcsmith.net","left"
"scott-niven.com/saltwaterpizza","left"
"scrappleface.com","right"
"scrawlville.com","right"
"scripting.com","left"
"scrutinyhooligans.blogspot.com","left"
"sebourn.com/weblog","right"
"section-31.blogspot.com","right"
"secureliberty.org/","right"
"sedenteanimo.com","right"
"seeingtheforest.com","left"
"seetheforest.blogspot.com","left"
"selfish-souls.com/blog","right"
"senatorbarb.typepad.com","left"
"senorpez.com","left"
"sequiturnon.blog-city.com","left"
"sethdmichaels.com","left"
"sgtstryker.com","right"
"shadydowns.blogspot.com","right"
"shakespearessister.blogspot.com","left"
"shakingspears.blogspot.com","right"
"shallows.blogspot.com","right"
"shamelessantagonist.blogspot.com","left"
"sharedthought.com/weblog","left"
"sharpeblog.cybercatholics.com","right"
"shetquaker.blog-city.com","left"
"shininglight.us","left"
"shoegal.modblog.com","left"
"shortfatcorporal.blogspot.com","right"
"shotofpolitics.blogspot.com","left"
"shrillblog.blogspot.com","left"
"sickofliberals.blogspot.com","right"
"simbaud.blogspot.com","left"
"simplyappalling.blogspot.com","left"
"sinfactor.blogspot.com","right"
"sistertoldjah.com","right"
"sixmeatbuffet.com","right"
"skinmeister.name","right"
"skipperstyle.com","left"
"slantpoint.com","right"
"slingsnarrows.erudite-absurdity.com","right"
"slipofthepen.blogspot.com","right"
"slowplay.com","right"
"slublog.blogspot.com","right"
"small-hands.blogspot.com","left"
"smarthomeschool.com","right"
"smashingzero.blogspot.com","right"
"smearbody.blogspot.com","left"
"smellyduck.blogspot.com","right"
"smirkingchimp.com","left"
"smithersmpls.com","left"
"sneakeasysjoint.com","right"
"snooty.binaryclub.com/wp-rdf.php","left"
"snunes.blogspot.com","left"
"someonetakethewheel.blogspot.com","left"
"sondrak.com","right"
"sonsoftherepublic.com","right"
"soonerthought.com","left"
"soundingthetrumpet.blogspot.com","right"
"southernappeal.blogspot.com","right"
"southernrightwingextremist.blogspot.com","right"
"southernwatch.blogspot.com","right"
"southknoxbubba.net/skblog","left"
"spacedog26.blogspot.com","left"
"spectatorsport.blogspot.com","left"
"speculativepolitics.blogspot.com","right"
"spreadingunderstanding.blogspot.com","right"
"spydrzweb.blogspot.com","right"
"squiggler.braveblog.com","right"
"stagefour.typepad.com/commonprejudice","left"
"stalinism.com/shot-by-both-sides","left"
"stan-istan.blogspot.com","right"
"stcfoundation.blogspot.com","left"
"stealthebandwagon.blogspot.com","right"
"stephenbates.com/yellowdoggereldemocrat","left"
"stevecopy.blogharbor.com","left"
"stevegilliard.blogspot.com","left"
"steveguy.me.uk","left"
"stevemacek.blogspot.com","left"
"stillfighting.blogspot.com","left"
"stillmanvalley.org/aoo","right"
"stinkbait.blogspot.com","right"
"stirs-the-pot.blogspot.com","left"
"stitt.blogspot.com","left"
"stix1972.blogspot.com","right"
"stmonk.blogspot.com","right"
"stolenthunder.blogspot.com","right"
"stonyfield.com/weblog/bovinebugle/index.html","left"
"stonyfield.com/weblog/strongwomendailynews/index.html","left"
"strangedoctrines.typepad.com","left"
"strangesemantics.blogspot.com","left"
"strategicintelligence.blogspot.com","right"
"streetlog.typepad.com","right"
"stzman.org/blog","left"
"suburbanguerrilla.blogspot.com","left"
"sulliwatch.blogspot.com","right"
"summation.net","right"
"swamiuptown.com","left"
"sweetgrrrl.blogspot.com","right"
"swfwithattitude.blogspot.com","right"
"swiftreport.blogs.com","right"
"swingleft.blogspot.com","left"
"swingstateproject.com","left"
"tagorda.com","right"
"takeaction.blog-city.com","left"
"takeactionmichigan.blog-city.com","left"
"takebackthemedia.com","left"
"talesofawanderingmind.blogspot.com","right"
"talkingpointsmemo.com","left"
"talkleft.com","left"
"talkshowamerica.blogspot.com","right"
"tallone.org","left"
"tbogg.blogspot.com","left"
"techievampire.net/wppol","right"
"techtrend.com/blog/taranicole","right"
"tedlinczak.com","right"
"teenageenthusiast.blogspot.com","left"
"templeofjennifer.com/blog","right"
"tepid-observer.blogspot.com","right"
"tesibria.typepad.com/democracy_is_coming","left"
"texasbug.blogspot.com","right"
"thatcoloredfellasweblog.bloghorn.com","left"
"thatgoodnight.com","left"
"thatliberalmedia.com","right"
"theaggpro.blogspot.com","left"
"theagitator.blogspot.com","left"
"theamericanmind.com","right"
"theangryliberal.blogspot.com","left"
"theantibush.org","left"
"theapologist.blogspot.com","left"
"thebarrexam.blogspot.com","left"
"thebloghill.blogspot.com","right"
"theblogwarrior.blogspot.com","left"
"thebluestate.com","left"
"theblueview.blogspot.com","left"
"thecarpetbaggerreport.com","left"
"thecommonvirtue.com","right"
"theconservativezone.com","right"
"thecore4.com","left"
"thecrankfiles.blogspot.com","right"
"thedailygoodnews.com","right"
"thedispatch.blogspot.com","right"
"thedonovan.com","right"
"thedumbdemocrat.blogspot.com","right"
"thefulcrum.blogspot.com","left"
"theglitteringeye.com","right"
"the-goddess.org","left"
"the-hamster.com","left"
"theimmoralminority.blogspot.com","left"
"thejessefactor.blogspot.com","right"
"thelastword.blogdrive.com","right"
"theleftcoaster.com","left"
"thelefthand.blogspot.com","left"
"theliberalslies.blogspot.com","right"
"thelonedem.com","left"
"thelucideye.blogspot.com","left"
"themeofabsence.com","right"
"theneo-progressive.blogspot.com","right"
"thenudnikfile.blogspot.com","right"
"thepatriette.com","right"
"thepaytons.org/essays/considerettes","right"
"thepeach.blogspot.com","left"
"thepoliticalanimal.com","right"
"thepoliticalteen.net","right"
"thepoorman.net","left"
"theradiomansays.blogspot.com","left"
"therightblog.blogspot.com","right"
"therightcoast.blogspot.com","right"
"therightwingconspiracy.org","right"
"therinsecycle.com","right"
"therogueangel.com/blog","left"
"therostra.blogspot.com","right"
"therustybarrel.com/david/blog","left"
"thesakeofargument.com","right"
"thesiliconmind.blogspot.com","left"
"thesnooter.blogspot.com","left"
"thespoonsexperience.com","right"
"thetalentshow.org","left"
"thetalkingdog.com","left"
"thetarpit.blogspot.com","right"
"thetemplarpundit.blogspot.com","right"
"the-torch.com","right"
"theunderscore.blogspot.com","right"
"theurbangrind.blogspot.com","right"
"thevaticanofliberalism.com","right"
"thewashingtonnote.com","left"
"thewilson.blogspot.com","left"
"theworldaroundyou.com","left"
"thewritewing.blogspot.com","left"
"theyetimn.blogspot.com","left"
"thingsasitis.net","left"
"think2004.com","left"
"thinkingright.blogspot.com","right"
"thinkingright.us","right"
"thinkingrocks.blogspot.com","left"
"thirdredeye.blogspot.com","left"
"thisliberal.com","right"
"thislousytshirt.net","left"
"thismodernworld.com","left"
"thomasblog.typepad.com/bloggg","left"
"thomasgalvin.blogspot.com","right"
"thomaswharry.com","right"
"thunewatch.squarespace.com","left"
"timblair.net","right"
"timblair.spleenville.com","right"
"tinylittledots.com","left"
"tobyemden.blogspot.com","left"
"tokenyoungconservative.blogspot.com","right"
"tomburka.com","left"
"tomcoburnisabigfatjerk.blogspot.com","left"
"tomdaschle.com/tom/index.php?id=34","left"
"tom-hanna.org","right"
"tomherod.blogspot.com","left"
"tom_thinks.blogspot.com","left"
"toneofvoice.blogspot.com","right"
"tonyknowles.com/blog.html","left"
"topviewnews.com/blog","left"
"totels.com/bush04","right"
"toteota.blogspot.com","left"
"townhall.com/clog","right"
"trainorphans.org","left"
"translucence.org","left"
"travalex.blogspot.com","left"
"tristero.blogspot.com","left"
"truebluegal.blogspot.com","right"
"trueconservative.typepad.com","left"
"truedemocrat.blogspot.com","left"
"truthbenotproud.blogspot.com","left"
"truthlaidbear.com","right"
"truthliesandcommonsense.blogspot.com","right"
"truthprobe.blogspot.com","right"
"tseytlin.blogspot.com","right"
"tsrightdominion.blogspot.com","right"
"tuckereskew.typepad.com","right"
"tuibguy.messagemonster.com","left"
"turnpikefeminist.com","left"
"turnspit.com","left"
"tweetpetite.blogspot.com","right"
"twentyfirstcenturyrepublican.blogspot.com","right"
"txfx.net","right"
"uberddue.blogspot.com","left"
"uberdude.blogspot.com","left"
"uggabugga.blogspot.com","left"
"unconventionalwisdom.typepad.com","right"
"undercaffeinated.com","right"
"underscorebleach.net/content/jotsheet","right"
"unfetteredmusings.blogspot.com","right"
"unodemocrats.com/blog","left"
"unusualhabits.blogspot.com","right"
"upper-left.blogspot.com","left"
"urbandemocracy.blogspot.com","left"
"urbanecoinc.com/wordpress1","left"
"usademocrazy.blogspot.com","left"
"usdlaw.blogspot.com","right"
"usliberals.about.com","left"
"uwaythinks.blogspot.com","left"
"valuerightnews.blogspot.com","right"
"vandyconservative.blogspot.com","right"
"vapolitics.info","right"
"variousorthodoxies.com","right"
"vernsblog.thegillfamily.us:8180","left"
"victorhanson.com","right"
"viewfromaheight.blogspot.com","right"
"viewfromtonka.blogspot.com","right"
"viewpointjournal.com","right"
"vikingpundit.blogspot.com","right"
"virginiapolitics.blogspot.com","right"
"virginiaprogressive.blogspot.com","left"
"vocis.com/frank","left"
"vodkapundit.com","right"
"voiceofthewebb.blogspot.com","right"
"volokh.com","right"
"vondollens.us","right"
"vote4georgew.blogspot.com","right"
"votekerryedwards2004.blogspot.com","left"
"votervirginblog.blogspot.com","left"
"waitingfordorothy.blogspot.com","left"
"wampum.wabanaki.net","left"
"wanderingmind.blog-city.com","right"
"warandpiece.com","left"
"warriorsblog.blogspot.com","left"
"warriorscreed.000k3.com","right"
"washingtonmonthly.com","left"
"watchandwait.blogspot.com","right"
"watchingthewatchers.org","left"
"watdanook.blogspot.com","right"
"waveflux.net","left"
"weblogs.bakshi.us/redskunk","left"
"web.utk.edu/~agroves","right"
"wehavesomeplanes.blogspot.com","right"
"werenotallincompetent.blogspot.com","left"
"whatsakyer.blogspot.com","right"
"whirlingbuffalo.com/creative-spirits.htm","left"
"wholewheatblogger.com","right"
"whopundit.blogspot.com","left"
"whoviating.blogspot.com","left"
"whyareweback.blogspot.com","left"
"wildweasel.blog-city.com","right"
"williamwebbdotorg.blogspot.com","right"
"winceandnod.blogspot.com","right"
"windingroad.typepad.com","right"
"windsofchange.net","right"
"winnegar.blog-city.com","left"
"winthewest.blogspot.com","left"
"wizbangblog.com","right"
"woneffe.typepad.com","left"
"wonkette.com","left"
"workingpapers.blogspot.com","left"
"worldonfire.typepad.com/world_on_fire","left"
"wpblog.ohpinion.com","left"
"wrighthot.com","right"
"writehouse.us","right"
"writingcompany.blogs.com/this_isnt_writing_its_typ","right"
"wsrblood.typepad.com/wiserblog","left"
"wtf.mindsay.com","left"
"wtpm.blogspot.com","left"
"wynterstoner.blogspot.com","left"
"xanga.com/allegrad","left"
"xanga.com/eugene3","right"
"xanga.com/home.aspx?user=phknrocket1k","left"
"xanga.com/kerry4president","left"
"xanga.com/lockjawtheogre","right"
"xianleft.blogspot.com","left"
"xnerg.blogspot.com","left"
"x-pollen.com/many/blog.html","left"
"xtremerightwing.net","right"
"yarsrevenge.blogspot.com","left"
"yglesias.typepad.com/matthew","left"
"yoder.ru","left"
"youngconservative.blogspot.com","right"
"younglibs.com","left"
"zebrax.blogs.com","right"
"zeke01.blogspot.com","right"
"zeke01.typepad.com","right"
"zeph1z.tripod.com/blog","right"
